id,alias,name,image_url,url,price,phone,display_phone,latitude,longitude,address1,address2,address3,city,zip_code,country,state,display_address,categories,category_0,category_1,category_2,pickup,delivery
LlFzCkSDiDlAcFFodVJvuA,le-paris-dakar-new-york,Le Paris Dakar,https://s3-media2.fl.yelpcdn.com/bphoto/wHEni344i52EnktTU9S5Fg/o.jpg,https://www.yelp.com/biz/le-paris-dakar-new-york?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+13479554100,(347) 955-4100,40.6809258032319,-73.949719042328,518 Nostrand Ave,,,New York,11216,US,NY,"518 Nostrand Ave New York, NY 11216","Coffee & Tea, Creperies, Sandwiches",Coffee & Tea,Creperies,Sandwiches,False,False
5VdUwmUWt8R8EhclxYiZOA,milk-and-pull-brooklyn-2,Milk & Pull,https://s3-media2.fl.yelpcdn.com/bphoto/HwBjFkliYUpBkUenQnOYcg/o.jpg,https://www.yelp.com/biz/milk-and-pull-brooklyn-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,,,40.68148,-73.9286,307 Malcolm X Blvd,,,Brooklyn,11233,US,NY,"307 Malcolm X Blvd Brooklyn, NY 11233",Coffee & Tea,Coffee & Tea,,,False,False
beaeTWZZpDSKv3yzIRy41A,the-mixtape-shop-brooklyn,The Mixtape Shop,https://s3-media2.fl.yelpcdn.com/bphoto/ymdGZBCTCSiCRE8yhlm3dQ/o.jpg,https://www.yelp.com/biz/the-mixtape-shop-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+13475290222,(347) 529-0222,40.6848792101249,-73.9540432027806,1129 Bedford Ave,,,Brooklyn,11216,US,NY,"1129 Bedford Ave Brooklyn, NY 11216","Vinyl Records, Cafes",Vinyl Records,Cafes,,False,False
X3ToKHjzofO8EzfiHYewWg,brooklyn-blend-brooklyn,Brooklyn Blend,https://s3-media4.fl.yelpcdn.com/bphoto/Yb3HbBioFUmJCxzW4nT_lg/o.jpg,https://www.yelp.com/biz/brooklyn-blend-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17184842247,(718) 484-2247,40.6923440819487,-73.9458492169658,194 Tompkins Ave,,,Brooklyn,11206,US,NY,"194 Tompkins Ave Brooklyn, NY 11206","American (New), Juice Bars & Smoothies, Coffee & Tea",American (New),Juice Bars & Smoothies,Coffee & Tea,True,True
GA5msU6NO9rQRctPfDJCBg,peaches-hothouse-brooklyn,Peaches HotHouse,https://s3-media3.fl.yelpcdn.com/bphoto/FSuRqPGoYArrlSbU9Av0CA/o.jpg,https://www.yelp.com/biz/peaches-hothouse-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17184839111,(718) 483-9111,40.6833699737169,-73.9437798410654,415 Tompkins Ave,,,Brooklyn,11216,US,NY,"415 Tompkins Ave Brooklyn, NY 11216","Southern, American (Traditional), Bars",Southern,American (Traditional),Bars,True,True
OYKNRBU-unLF-r0bRZwY3A,peaches-brooklyn,Peaches,https://s3-media4.fl.yelpcdn.com/bphoto/TY30LG0btdflVqZBSJwJSQ/o.jpg,https://www.yelp.com/biz/peaches-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17189424162,(718) 942-4162,40.6818070319111,-73.9346463688382,393 Lewis Ave,,,Brooklyn,11233,US,NY,"393 Lewis Ave Brooklyn, NY 11233","Southern, Seafood, Breakfast & Brunch",Southern,Seafood,Breakfast & Brunch,True,True
n96F0TszY5WIyCjVIbY6TA,rustik-tavern-brooklyn,Rustik Tavern,https://s3-media4.fl.yelpcdn.com/bphoto/5_4lARR1HEghYZBKnqLe0g/o.jpg,https://www.yelp.com/biz/rustik-tavern-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+13474069700,(347) 406-9700,40.690754,-73.958279,471 Dekalb Ave,,,Brooklyn,11205,US,NY,"471 Dekalb Ave Brooklyn, NY 11205","American (Traditional), Venues & Event Spaces, Cocktail Bars",American (Traditional),Venues & Event Spaces,Cocktail Bars,True,True
U329arhUjUs5pFyfhu2_uw,liquid-assets-brooklyn-2,Liquid Assets,https://s3-media1.fl.yelpcdn.com/bphoto/riPbQPW3tN2N1yxrTrFFVQ/o.jpg,https://www.yelp.com/biz/liquid-assets-brooklyn-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,,+17186760757,(718) 676-0757,40.681538,-73.950069,504 Nostrand Ave,,,Brooklyn,11216,US,NY,"504 Nostrand Ave Brooklyn, NY 11216","Beer, Wine & Spirits","Beer, Wine & Spirits",,,False,False
MGKoqfOinZbW3NkV2fYhIA,sally-s-brooklyn,Sally’s,https://s3-media2.fl.yelpcdn.com/bphoto/5dUP0bBye-yIHRZ7qFwtFA/o.jpg,https://www.yelp.com/biz/sally-s-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,,,,40.69413,-73.94592,151 Tompkins Ave,,,Brooklyn,11206,US,NY,"151 Tompkins Ave Brooklyn, NY 11206","Bars, Caribbean",Bars,Caribbean,,False,False
S3qnPndTrNlgJnf_5oOrag,secret-garden-brooklyn-4,Secret Garden,https://s3-media4.fl.yelpcdn.com/bphoto/zqUKKLQqM1CBMm62h-ceWw/o.jpg,https://www.yelp.com/biz/secret-garden-brooklyn-4?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,,,,40.683746,-73.935023,347 Lewis Ave,,,Brooklyn,11233,US,NY,"347 Lewis Ave Brooklyn, NY 11233","Cafes, Tea Rooms, Vegan",Cafes,Tea Rooms,Vegan,True,True
BiVoGBgMPrPIhAdYgIcaGg,shipwreck-gourmet-fish-boutique-brooklyn-4,Shipwreck Gourmet Fish Boutique,https://s3-media3.fl.yelpcdn.com/bphoto/ddUjxIv37XcRzY0JjtytoA/o.jpg,https://www.yelp.com/biz/shipwreck-gourmet-fish-boutique-brooklyn-4?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17184847611,(718) 484-7611,40.6881156,-73.9546684,1049 Bedford Ave,,,Brooklyn,11216,US,NY,"1049 Bedford Ave Brooklyn, NY 11216",Seafood Markets,Seafood Markets,,,False,False
HizNZAqHrzuFTmNU-4hiaQ,spudz-brooklyn-2,Spudz,https://s3-media4.fl.yelpcdn.com/bphoto/1Z1LwpOcMCTmCmlYtrDVoQ/o.jpg,https://www.yelp.com/biz/spudz-brooklyn-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+13472951966,(347) 295-1966,40.67988,-73.94245,1460 Fulton St,,,Brooklyn,11216,US,NY,"1460 Fulton St Brooklyn, NY 11216","Fast Food, Burgers, Seafood",Fast Food,Burgers,Seafood,True,True
ucGCdO8Q4DkKrVQyvsbd1A,sofia-and-grace-cookie-brooklyn,Sofia & Grace Cookie,https://s3-media2.fl.yelpcdn.com/bphoto/bBd5oeEcvwzb1W6K1QKRwg/o.jpg,https://www.yelp.com/biz/sofia-and-grace-cookie-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$,+17184508034,(718) 450-8034,40.6844899,-73.92289,163 Ralph Ave,,,Brooklyn,11233,US,NY,"163 Ralph Ave Brooklyn, NY 11233","Coffee & Tea, Desserts, Bagels",Coffee & Tea,Desserts,Bagels,True,True
1VBeb3BF8R8cwuCYGeMrVg,zaca-cafe-brooklyn,Zaca Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/sAwPDCVGRlIJbYP4Df-2rA/o.jpg,https://www.yelp.com/biz/zaca-cafe-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17184432500,(718) 443-2500,40.6822299,-73.93803,426A Marcus Garvey Blv,,,Brooklyn,11216,US,NY,"426A Marcus Garvey Blv Brooklyn, NY 11216","Coffee & Tea, Breakfast & Brunch, French",Coffee & Tea,Breakfast & Brunch,French,True,True
tYZ2hHo9ulBPY5qiyCYKPg,the-armory-brooklyn-2,The Armory,https://s3-media3.fl.yelpcdn.com/bphoto/MjvVAJRKMA2bLiwgsu1cIw/o.jpg,https://www.yelp.com/biz/the-armory-brooklyn-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+19293378476,(929) 337-8476,40.682067,-73.979484,67 4th Ave,,,Brooklyn,11217,US,NY,"67 4th Ave Brooklyn, NY 11217",Cocktail Bars,Cocktail Bars,,,False,False
wqOBqXkMar3xPOHfkWGwDA,the-soul-spot-brooklyn,The Soul Spot,https://s3-media3.fl.yelpcdn.com/bphoto/RLmyMgSQ_IF3SZYN0kM2qQ/o.jpg,https://www.yelp.com/biz/the-soul-spot-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17185969933,(718) 596-9933,40.688221,-73.988875,302 Atlantic Ave,,,Brooklyn,11201,US,NY,"302 Atlantic Ave Brooklyn, NY 11201","Soul Food, Caribbean, Halal",Soul Food,Caribbean,Halal,True,True
l4fwf8VwAokv3MWT45Ab7g,bunna-cafe-brooklyn,Bunna Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/jGKIcCZ2lx23kKX2YRug7g/o.jpg,https://www.yelp.com/biz/bunna-cafe-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+13472952227,(347) 295-2227,40.705042,-73.928078,1084 Flushing Ave,,,Brooklyn,11237,US,NY,"1084 Flushing Ave Brooklyn, NY 11237","Ethiopian, Vegan, African",Ethiopian,Vegan,African,True,True
Ra7TDn3poDX1RGMKMKTcBA,hills-kitchen-brooklyn-2,Hills Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/V6zkMDbp2jzKkRb6DtZY9A/o.jpg,https://www.yelp.com/biz/hills-kitchen-brooklyn-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,,+19294808775,(929) 480-8775,40.70253,-73.92513,252 Knickerbocker Ave,,,Brooklyn,11237,US,NY,"252 Knickerbocker Ave Brooklyn, NY 11237","African, Desserts, Soup",African,Desserts,Soup,True,True
tkr_VTiuW_nZw_C_yeqNNw,sol-sips-brooklyn-2,Sol Sips,https://s3-media1.fl.yelpcdn.com/bphoto/Pj8rnu8HO3wfzlI398QsoA/o.jpg,https://www.yelp.com/biz/sol-sips-brooklyn-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17186830482,(718) 683-0482,40.6991512984966,-73.9225060558197,203 Wilson Ave,,,Brooklyn,11237,US,NY,"203 Wilson Ave Brooklyn, NY 11237",Vegan,Vegan,,,True,True
vmU2oLglodmiFK0iQGzDFw,sally-roots-brooklyn,Sally Roots,https://s3-media1.fl.yelpcdn.com/bphoto/KvO6-IUnFcSO9I1kZFYwXg/o.jpg,https://www.yelp.com/biz/sally-roots-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+13474250888,(347) 425-0888,40.702756,-73.916372,195 Wyckoff Ave,,,Brooklyn,11237,US,NY,"195 Wyckoff Ave Brooklyn, NY 11237","Caribbean, Cocktail Bars, Sandwiches",Caribbean,Cocktail Bars,Sandwiches,False,False
VDz9n7gwcq51wOAbTBdXxA,the-food-sermon-kitchen-brooklyn-2,The Food Sermon Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/4O7xtbN-EIODmsUbTrHz3A/o.jpg,https://www.yelp.com/biz/the-food-sermon-kitchen-brooklyn-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,,,40.6985551,-73.9712029,141 Flushing Ave,Bldg 77 Unit 108,The Brooklyn Navy Yard,Brooklyn,11205,US,NY,"141 Flushing Ave Bldg 77 Unit 108 The Brooklyn Navy Yard Brooklyn, NY 11205",Caribbean,Caribbean,,,True,True
7xAxI9yKq-cMyUcjGFZC3Q,honey-bees-kitchen-brooklyn,Honey Bee's Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/Br9nCH5INPgEw5us-w6NuA/o.jpg,https://www.yelp.com/biz/honey-bees-kitchen-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,,+17189752006,(718) 975-2006,40.6369132995605,-73.8975524902344,9322 Ave L,,,Brooklyn,11236,US,NY,"9322 Ave L Brooklyn, NY 11236",African,African,,,True,True
cWzdIJhEDZIjSGDpYGWy3Q,buka-new-york-brooklyn,Buka New York,https://s3-media3.fl.yelpcdn.com/bphoto/IBO_rn4OqQwLfjyJCsSEcQ/o.jpg,https://www.yelp.com/biz/buka-new-york-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+13477630619,(347) 763-0619,40.68242,-73.96301,946 Fulton St,,,Brooklyn,11238,US,NY,"946 Fulton St Brooklyn, NY 11238","Bars, African, Halal",Bars,African,Halal,True,True
cQJxNryTjY5Yu-RyJwUq8w,chance-11-brooklyn,Chance 11,https://s3-media1.fl.yelpcdn.com/bphoto/rAg78KJ4k8lufIwq9bgnUA/o.jpg,https://www.yelp.com/biz/chance-11-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+13479873555,(347) 987-3555,40.683814,-73.967511,895 Fulton St,,,Brooklyn,11238,US,NY,"895 Fulton St Brooklyn, NY 11238","Lounges, American (New)",Lounges,American (New),,True,True
mCVoZM70ggY9O0JliJjFnA,mac-shack-brooklyn,Mac Shack,https://s3-media2.fl.yelpcdn.com/bphoto/foY_gJC4Rhl058EcY2Gvdw/o.jpg,https://www.yelp.com/biz/mac-shack-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17182300727,(718) 230-0727,40.6836801282191,-73.9674544037048,901 Fulton St,,,Brooklyn,11238,US,NY,"901 Fulton St Brooklyn, NY 11238",American (Traditional),American (Traditional),,,True,True
VgN7z58EIHmxZ-l73WOz7w,sisters-brooklyn-3,Sisters,https://s3-media3.fl.yelpcdn.com/bphoto/KzX3W3OhAcuY6fSfempD6g/o.jpg,https://www.yelp.com/biz/sisters-brooklyn-3?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+13477632537,(347) 763-2537,40.6828717,-73.9651809,900 Fulton St,,,Brooklyn,11238,US,NY,"900 Fulton St Brooklyn, NY 11238","Music Venues, American (New)",Music Venues,American (New),,False,False
oOsJn3leUnWDfErRWMf81g,soco-brooklyn,Soco,https://s3-media3.fl.yelpcdn.com/bphoto/MQqWdJcIgIgtSI3UiVHS6A/o.jpg,https://www.yelp.com/biz/soco-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17187831936,(718) 783-1936,40.693866,-73.964535,509 Myrtle Ave,,,Brooklyn,11205,US,NY,"509 Myrtle Ave Brooklyn, NY 11205","Cajun/Creole, Barbeque, Soul Food",Cajun/Creole,Barbeque,Soul Food,True,True
s8cwK1dPsZuqUxQGTv8UvA,the-bergen-brooklyn,The Bergen,https://s3-media2.fl.yelpcdn.com/bphoto/kcoSt-TMDJNngrAkMxuyeA/o.jpg,https://www.yelp.com/biz/the-bergen-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,,+13472407046,(347) 240-7046,40.6758221544817,-73.9423267515662,1299 Bergen St,,,Brooklyn,11213,US,NY,"1299 Bergen St Brooklyn, NY 11213","Chicken Wings, Seafood, Fish & Chips",Chicken Wings,Seafood,Fish & Chips,True,True
KYzfJXdTjo3RtbXS1ijoUA,blue-fin-bar-and-grill-brooklyn-2,Blue Fin Bar & Grill,https://s3-media4.fl.yelpcdn.com/bphoto/UXorJ5-KuStM669vc3f2_w/o.jpg,https://www.yelp.com/biz/blue-fin-bar-and-grill-brooklyn-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,,+17185762500,(718) 576-2500,40.67538,-73.94984,633 Nostrand Ave,,,Brooklyn,11216,US,NY,"633 Nostrand Ave Brooklyn, NY 11216","Seafood, Caribbean",Seafood,Caribbean,,True,True
COeVj98Uuqppjavd-5OaZQ,breukelen-coffee-house-brooklyn,Breukelen Coffee House,https://s3-media3.fl.yelpcdn.com/bphoto/54CPsYaJ3-76ET-iLYIGSg/o.jpg,https://www.yelp.com/biz/breukelen-coffee-house-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17187897070,(718) 789-7070,40.6723,-73.957693,764A Franklin Ave,,,Brooklyn,11238,US,NY,"764A Franklin Ave Brooklyn, NY 11238","Coffee & Tea, Desserts",Coffee & Tea,Desserts,,False,False
Bo1eW6NCzOMuxIyu6CzutQ,brooklyn-suya-brooklyn-2,Brooklyn Suya,https://s3-media4.fl.yelpcdn.com/bphoto/PmyvdeZvcZXYu1y428guew/o.jpg,https://www.yelp.com/biz/brooklyn-suya-brooklyn-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17185130122,(718) 513-0122,40.67402,-73.95661,717 Franklin Ave,,,Brooklyn,11216,US,NY,"717 Franklin Ave Brooklyn, NY 11216","African, Fast Food",African,Fast Food,,True,True
_sipbeIM-EtR4cIzleEUhg,cafe-rue-dix-brooklyn,Cafe Rue Dix,https://s3-media4.fl.yelpcdn.com/bphoto/LY23GOfGd5H2lr2mKN3B5g/o.jpg,https://www.yelp.com/biz/cafe-rue-dix-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+19292342543,(929) 234-2543,40.6740232907878,-73.9538387930572,1451 Bedford Ave,,,Brooklyn,11216,US,NY,"1451 Bedford Ave Brooklyn, NY 11216","French, Cocktail Bars, Senegalese",French,Cocktail Bars,Senegalese,True,True
VexbNobbahnCexe693zWCA,coffee-spot-cafe-brooklyn,Coffee Spot Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/3DHplaB5k1W0p_KunCAlIw/o.jpg,https://www.yelp.com/biz/coffee-spot-cafe-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$,+17187696666,(718) 769-6666,40.5874704569578,-73.9516320079565,1617 Jerome Ave,,,Brooklyn,11235,US,NY,"1617 Jerome Ave Brooklyn, NY 11235",Coffee & Tea,Coffee & Tea,,,False,False
k_heXPKLBVME1OIMa2DkoQ,fresh-remedy-health-and-juice-bar-brooklyn,Fresh Remedy health & Juice Bar,https://s3-media1.fl.yelpcdn.com/bphoto/PHZsSUr-kb0uBwit7VUB6Q/o.jpg,https://www.yelp.com/biz/fresh-remedy-health-and-juice-bar-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,,+17182822431,(718) 282-2431,40.66455,-73.95392,354 Rogers Ave,,,Brooklyn,11225,US,NY,"354 Rogers Ave Brooklyn, NY 11225",Juice Bars & Smoothies,Juice Bars & Smoothies,,,False,False
UXPZk1P695Hv8ml2QWMV7w,greedi-vegan-brooklyn-7,Greedi Vegan,https://s3-media2.fl.yelpcdn.com/bphoto/E4LlGxyL7_HxCWaNYvuvPw/o.jpg,https://www.yelp.com/biz/greedi-vegan-brooklyn-7?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+13476277900,(347) 627-7900,40.6763513,-73.9523247,1031 Bergen St,,,Brooklyn,11216,US,NY,"1031 Bergen St Brooklyn, NY 11216","Vegan, Vegetarian",Vegan,Vegetarian,,True,False
j051L3Ehkt8bPrO3YnEc1Q,ample-hills-creamery-brooklyn,Ample Hills Creamery,https://s3-media2.fl.yelpcdn.com/bphoto/Pfr5sw7rKIIDMZd5t4FWRA/o.jpg,https://www.yelp.com/biz/ample-hills-creamery-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+13472403926,(347) 240-3926,40.6786123071501,-73.9681703184027,623 Vanderbilt Ave,,,Brooklyn,11238,US,NY,"623 Vanderbilt Ave Brooklyn, NY 11238","Ice Cream & Frozen Yogurt, Coffee & Tea",Ice Cream & Frozen Yogurt,Coffee & Tea,,True,True
J-wZAcn2SfjsncFViLKO8g,ital-kitchen-brooklyn-2,Ital Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/aGBzLLrqCUX-6Mr7bwIkWQ/o.jpg,https://www.yelp.com/biz/ital-kitchen-brooklyn-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+13474059727,(347) 405-9727,40.66962,-73.95804,1032 Union St,,,Brooklyn,11225,US,NY,"1032 Union St Brooklyn, NY 11225","Vegetarian, Vegan",Vegetarian,Vegan,,True,True
-jlqWTfGwSF6O-9th_3kBw,lakou-cafe-brooklyn,Lakou Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/Zc46BlqqdyJ-g4Wi_Fb1PQ/o.jpg,https://www.yelp.com/biz/lakou-cafe-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$,+13472950566,(347) 295-0566,40.672,-73.93055,195 Utica Ave,,,Brooklyn,11213,US,NY,"195 Utica Ave Brooklyn, NY 11213","Juice Bars & Smoothies, Coffee & Tea, Creperies",Juice Bars & Smoothies,Coffee & Tea,Creperies,True,True
A0iKnhfCYWUQ7BQepdS18A,memes-healthy-nibbles-brooklyn,Meme's Healthy Nibbles,https://s3-media2.fl.yelpcdn.com/bphoto/Kdxhg1mGiVqTDNthHVNPZA/o.jpg,https://www.yelp.com/biz/memes-healthy-nibbles-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17184931375,(718) 493-1375,40.6731149,-73.9501833,707 Nostrand Ave,,,Brooklyn,11216,US,NY,"707 Nostrand Ave Brooklyn, NY 11216","Burgers, Juice Bars & Smoothies, Organic Stores",Burgers,Juice Bars & Smoothies,Organic Stores,True,True
VPdOoSHjOB0kdlLH6iAFDA,gladys-brooklyn-2,Glady's,https://s3-media3.fl.yelpcdn.com/bphoto/ytLKJcjfBiVdr45pLjsXmA/o.jpg,https://www.yelp.com/biz/gladys-brooklyn-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+17186220249,(718) 622-0249,40.671705,-73.957887,788 Franklin Ave,,,Brooklyn,11238,US,NY,"788 Franklin Ave Brooklyn, NY 11238","Caribbean, Bars",Caribbean,Bars,,False,False
v9N-zmoy0K8cCVf3tbQ_nQ,pikliz-café-and-lounge-crown-heights-2,Pikliz Café and Lounge,https://s3-media2.fl.yelpcdn.com/bphoto/OFYsdgUvyWKhUoPRJ7aaPw/o.jpg,https://www.yelp.com/biz/pikliz-caf%C3%A9-and-lounge-crown-heights-2?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,$$,+13476272191,(347) 627-2191,40.66775,-73.95888,903 Franklin Ave,,,Crown Heights,11225,US,NY,"903 Franklin Ave Crown Heights, NY 11225","Haitian, Seafood",Haitian,Seafood,,True,True
roT-M9epcHDOGjYgGmWpoA,ras-plant-based-brooklyn,Ras Plant Based,https://s3-media1.fl.yelpcdn.com/bphoto/ZwL6l9QG3gF8ypiEWIOdzg/o.jpg,https://www.yelp.com/biz/ras-plant-based-brooklyn?adjust_creative=bTbNM_4fpBA2r1xO8IveLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTbNM_4fpBA2r1xO8IveLw,,+17186226220,(718) 622-6220,40.67341,-73.956712,739 Franklin Ave,,,Brooklyn,11238,US,NY,"739 Franklin Ave Brooklyn, NY 11238","Ethiopian, Vegan",Ethiopian,Vegan,,True,True
